character,content,scene,sound,Cmt
P,O,P,P,Mình mới đi xem hôm qua không tệ như cái bình luận 1 sao. Coi 3D ghế lắc kỹ xảo quá oke mình thích màu hồng phát ra của Godzilla ở phần này. Titan Bướm Chúa quá đẹp các bạn hãy đến CGV xem 4Dx3D sẽ thấy đáng bỏ tiền để thưởng thức 1 bộ phim Khoa học viễn tưởng
P,X,P,P,"Nói gì nữa. 10/10 thôi. Jung Haein diễn ta nói tốt dữ luôn, vai diễn mang tính đột phá. Đánh nhau đã mắt đã tai"
X,X,X,O,Nhạc nền trong phim không quá gây chú ý nhưng vẫn tạo được không khí cho từng cảnh.
X,X,X,X,Phim đáng để xem ngoại trừ phần after credit đợi lâu mà chẳng có gì 😕
P,O,X,X,"ulatr quá là tuyệt vời luôn mn oi, ai chưa xem đi xem đi nha, tui dẫn con bạn không xem BL đi mà nó khen qtqđ luôn nè. Phim dễ thương và quan trọng là nội dung phim đẹp trai nho mn. Ai không đi thì phí chết uwu"
X,X,X,N,Âm nhạc trong phim không phù hợp với cốt truyện.
X,O,X,X,"Là một fan của nguyên tác thì mình thấy phim khá sáy với cốt truyện gốc, có thây đổi một xíu cho phù hợp hơn. Cái kết đã thể hiện trọn vẹn những cảm xúc của mình khi đọc truyện 🥰"
N,N,N,X,"tình tiết còn hơi mơ hồ , không có nói cho biết rõ về nhân vật pháp sư hồ ly , linh hồn thì 3 chương đầu thì toàn nhìn qua gương mà không thấy rõ nét , không có gì đáng sợ , phân cảnh hù doạ cũng chưa gọi là thật sự đủ đô để giật mình . Phim không tệ , coi cho vui thì được"
X,X,X,X,"Rủ ba hoặc mẹ đi xem cũng là một trải nghiệm thú vị có thể thử nha mọi người, rất khác luôn ấy 🙆‍♂️ Cả hai xem xong đều nhớ bà Ngoại ❤️"
X,X,O,O,"Âm thanh của các cảnh ngoài trời khá tự nhiên, nhưng phục trang của các nhân vật không thực sự nổi bật."
X,P,O,X,"Đoạn cuối hay nha =))) Phim logic, với cả xem suất chiếu sớm mà đi muộn quá không có quà nên hơi tiếc.( Ai nhận được quà từ xuất chiếu sớm cho xin ít review với )"
X,X,X,N,"Âm thanh thiếu chiều sâu, không tạo được cảm xúc."
O,X,O,X,mình thấy ổn nhưng mà cái việc mà nhỏ chameleon thua thì nó hơi kì =))) vì các mùa trước phải mất hẵn mấy tiếng để Po đánh thắng mà giờ khi có sức mạnh của tất cả kẻ thù thì vẫn thua =))) kiểu cũng có thể hiểu là Po biết điểm yếu của kẻ thù và muốn khai thác
X,P,X,X,"Thực sự là trước giờ em chưa xem một bộ phim nào có nội dung đáng để xem như vậy, nói không điêu chứ em khóc từ đầu phim đến cuối phim, xem phim xong cảm thấy hiểu tâm tư của phụ huynh hơn, biết được mẹ hy sinh như thế nào để cho mình có được cuộc sống như thế này 💖"
X,X,X,X,"Hài hước, giải trí"
P,P,X,X,"nội dung phim có chiều sâu, phản ánh đúng về hiện thực xã hội. Diễn xuất của diễn viên nhìn chung khá ổn. Anh Tú đẹp trai vãi, choáng ngợp luôn 🫶"
X,X,X,X,Tuyệt phẩm đáng để xem ko còn gì để chê
X,N,X,N,Khóc gớt nc mắt má ơi
X,O,X,X,"Mới đầu mình nghĩ chắc mình sẽ không khóc đâu, ai dè khóc trôi rạp thiệt chứ. Phim hay, nhưng cái kết thì mình lại mong muốn khác một chút. Nếu như mẹ Hai vẫn ở viện dưỡng lão An Nhiên thì sẽ hay hơn, các con sẽ về thăm mẹ thường xuyên hơn, còn mỗi tháng mà"
P,X,X,X,Các bé Minions luôn luôn tuyệt vời!!!
O,N,N,X,Phim có nhiều cảnh nóng không phù hợp cho trẻ dưới 18 tuổi .. góc lia máy khiến mình cảm thấy nhứt đầu cốt chuyện phim chỉ như những bộ phim tình cảm bình thường không có gì quá đặc biệt
X,X,X,N,"Âm thanh nền lặp đi lặp lại, không tạo được sự hồi hộp cần thiết."
X,X,X,N,Lồng tiếng làm giảm đi sự nghiêm túc của bộ phim.
X,X,X,X,Kkk. Xem đi rồi biết nhé 🐶
P,O,P,X,"Theo mình việc phim có hay hay không là tùy vào trải nghiệm và độ từng trải của mỗi người, riêng mình thì thấy dừng lại ở việc cảm động nhưng với chị mình từng trải qua câu chuyện y hệt vậy, chị lại khóc rất nhiều,... Mình nghĩ là chỉ có phù hợp với mình hay không, nhưng đánh giá là phim hay ( với mình), màu phim đẹp, diễn viên đẹp, thoại hay, nhiều câu ý nghĩa, khiến mình phải nhìn lại bản thân, mình thấy khá oke"
X,X,X,N,Lời thoại quá nhỏ so với hiệu ứng âm thanh.
X,O,X,X,Cái kết của phim buồn quá ạ🥹
X,X,X,X,Tạm ổn ha
X,X,N,X,CGI chưa hoàn hảo nhưng rất đáng xem.
O,N,X,X,"Mình và bạn mình khá háo hức về bộ phim này vì bạn mình nói 2 phần trước rất hay. Cho đến khi xem bộ này phần 3, câu chuyện không hay, chỉ xoay quanh việc im lặng của cả TP chứ ko tiêu diệt được quái vật. Kết bộ phim còn chán hơn khi nữ 9 cứu anh kia xong rồi bản thân đeo tai nghe, nghe nhạc xong tháo ra cho quái vật giết chết :) Thất vọng tràn trề, tốn thời gian"
X,X,X,X,"Nhất định phải đi xem 1 lần trong đời nhé mọi người, quá xứng đáng! 🤙"
N,X,X,X,Diễn viên không thể hiện được chiều sâu nhân vật.
O,X,X,X,Diễn xuất của các nhân vật trong phim không quá xuất sắc nhưng vẫn giữ được mạch cảm xúc.
X,X,X,X,phim hay rất cảm động. mình nghĩ nên mang theo giấy để lau nước mắt nha m. bữa mình coi hồi đầu tháng 4 mà nay mới vô đánh giá nè
P,P,P,X,"@Phan Tống Hoàng thực sự mà nói đây là một bộ phim khá là hay đối với mình nói riêng và điện ảnh việt nam nói chung, phim làm rõ được bối cảnh, hoàn cảnh,... Nhất là những cảnh sô sát, ẩu đả. Nữ chính tròn vai với nhân vật Linh. - Điểm chê ở đây là nhân vật"
X,X,X,O,"Nhạc nền của phim không có sự đột phá, nhưng vừa đủ để hỗ trợ câu chuyện."
X,X,X,O,"Nhạc nền không quá gây khó chịu, nhưng cũng không dễ nhớ."
X,X,X,X,Thiếu chiều sâu…nhạt nhẽo éo chịu đc….:)))) phí $ :))))
X,X,X,X,"Mua đâu cũng đc nhưng ko nên mua cgv vĩnh trung đn nha mn, xem phim mà điều hoà nóng, thang máy đi thì ko có xem trong đợi thang máy muốn xỉu. Ko bh ghé lần 2. Cùng tiền qua galaxy xem ổn hơn Về phim khá hay tuy nhiên tuỳ cảm nhận mỗi người khác nhau và quan trọng là độ trải đời nữa. Chúc mừng trấn thành"
P,X,O,X,"Nói chung là phim này xem giải trí thì cũng OK mà diễn viên trông hài với buồ.n cười quá hahahaa này mà có ng nằm cạnh xem cùng thì ok, lúc đang tâm trạng mà xem cái này cũng đc , vơi bớt đi phàn nào tâm trạng, ae mọi người xem chưa , xem mà hài quá đi, nói chung phim giải toả thư giãn rát OK OK .. thích ✓🤣🤣😅😅😅😅😅😅😅🤣😊😊"
X,N,N,X,"diễn biến thì chậm .k hài hước.thế mà dc 9.1sao ,đáng thất vọng .coi mà mỏi mắt"
X,P,O,X,"Phim hay, đáng xem, thêm một chút kịch tính nữa sẽ hay hơn"
O,X,X,X,Xem xong thương 2 ông và gia đình Bao thật nhiều
O,N,P,X,"phim hoạt hình nhưng nhiều hình ảnh ẩn dụ, phim xoay quanh cuộc đời ngắn ngủi của 2 đứa trẻ trong thời chiến khi mất cả bố lẫn mẹ họ hàng k người thân thích dựa vào nhau mà sống. Những câu nói ngây thơ của người em khiến mình rơi nước mắt rất nhiều, đau lòng"
P,P,P,X,"Phim ""Mai"" cho thấy sự lên tay của đạo diễn Trấn Thành trong việc truyền thông điệp, lồng ghép cảm nghiệm, và chọn lọc diễn viên. Từ sự suy tưởng rộng của cá nhân, tôi nhận thấy một số chi tiết đắt giá về triết lý Nho giáo với cái lẽ tôn ti trật tự (thứ vốn đã tầm ngầm len lỏi vào đời sống của muôn vàn thế hệ gia đình Việt Nam). Đi vào trọng tâm của bộ phim, tôi nhận thấy ở ""Mai"" sự nỗ lực và dày công trong việc khắc hoạ chân thật, gần gũi đến cay người và đắng chát vấn đề: liệu gia đình có thật sự là điểm tựa trong giông bão, là mái ấm để con trẻ quay về trong sự bình yên và rời xa trong niềm nhung nhớ? Tóm lại, đây là bộ phim đáng để xem và nghiềm ngẫm, không chỉ để tai nghe hay mắt thấy mà còn là để nhận ra rằng: đôi khi, có những chuyện mắt thấy hay tai nghe vẫn không phản ánh cái thấy một cách chân thật, ví như cảnh cuối phim."
P,N,P,P,"Điểm cộng : phô dc nền văn hóa tín ngưỡng của nước bạn, đặc điểm chung cũng gần giống văn hóa VN như gọi hồn, nhập hồn.,,âm thanh ,trang phục đc , diễn viên tròn vai, nữ chính ổn, nam 4 ổn, Điểm trừ: xem xong tao méo biết t vừa xem cái gì nữa, tình tiết cao trào không tới"
X,O,X,X,"Từ mấy tuần trước khi xem trailer đã thấy khá hấp dẫn rồi. Phim tóm lại là khá ổn theo cảm nhận của mình. Xem phim xong cũng hiểu thêm đôi chút về cuộc sống vn thời xưa. Cái bài học lớn nhất mà mình nhận được đó chính là nên giữ được sự trong sáng, thuần khiết"
X,X,O,N,"Giọng lồng tiếng thiếu cảm xúc, không phù hợp với tình huống trong phim."
X,X,N,P,"Âm thanh của các cảnh ngoài trời khá tự nhiên, nhưng phục trang của các nhân vật không thực sự nổi bật."
P,O,X,X,"Anh n9 gánh còng lưng cả gia đình :))) phim hay lắm mng ạ, diễn viên thực lực có khác, ai coi phần 1 rồi sẽ thấy phần 2 dễ hiểu như nào mà mình cảm giác ít kịch tính hơn phần 1 nma mấy con ma vẫn gớm như phần 1 nhé :)))) nói chung là mng nên xem ạ, k phí tiền"
X,N,X,X,"Nói chung là nội dung nhạt, hát quá nhiều, nd bài hát cũng không ý nghĩ hay đọng lại gì trong tâm chí ng xem như tôi. Hơi thất vọng."
X,X,X,X,Tuyệt:)) xem đi bây
O,P,P,P,"Hay lém tr ơi ban đầu đọc đánh giá thấy chê dữ nên lỡ mua vé kh muốn coi ai ngờ coi xong thấy đáng đồng tiền tui thấy mấy b khó tính quá thôi coi cười mún chớt nhất là lồng tiếng á, cười sập rạp, đáng tiền lắm nho, chỉ là hơi tiếc khúc cuối toàn thấy ông gấu"
X,P,P,X,"Hay, gây cấn và lôi cuốn. Đấm nhau ban ngày ánh sáng rỏ đẹp"
X,X,X,X,Mong mấy ac vô xem phim lịch sự chổ công cộng vô xem mà ngồi nói chuyện cười giởn đạp ghế người ngòi trước lm j bộ hay hả j
P,P,P,X,phim có màu đẹp xuyên suốt bộ nhân vẫn diễn rất đạt luôn kimdami mãi đỉnh 😭😭 có 1 vài plot twist xem phim rất cảm xúc luôn á mọi người nên dành thời gian đi xem nhé rất xứng đáng luônnnnn huhu highly recommend
X,X,X,X,"Đúng là có những thứ không chính mắt thấy, chính tai nghe thì sẽ bỏ lỡ những điều đẹp đẽ 💕 Thích cái cách mà đạo diễn chọn bỏ qua dư luận để lấy cái thần của nguyên tác & lồng ghép khéo léo các yếu tố hiện đại vào phim. Diễn xuất của các diễn viên rất cảm xúc"
X,X,X,X,"Mình thấy phim hay, phù hợp con nít, hài dễ thương lém với phim mà kh coi các phần trước vẫn có thể xem được, dễ hiểu"
X,X,X,O,"Bài hát trong phim tạo được không khí hợp lý, nhưng không quá nổi bật."
O,X,X,X,"Mình đã khóc rất nhiều , nhớ đợt đầu năm khi Fu chuẩn bị về TQ Yêu Fu và gia đình Bao nhiều"
P,P,P,X,"Phim đáng xem nhen mn, vì mạch phim nhanh nên phải tập trung để gắn kết các chi tiết với nhau. Các cảnh quay ko bị giả, kết hợp diễn xuất xức xắc lôi cuốn từng phút giây (đã theo gu mình). Có mỗi cái chi tiết con rắn k kịp nhìn nên k hiểu nó có ý nghĩa gì🫠🫠"
X,X,X,X,Thật sự t đánh giá cao cách ông đạo diễn kéo dài bộ phim ra 3 tiếng trong khi coi khúc đầu là biết luôn cái kết quả
X,X,X,O,"Nhạc nền của phim không có lỗi, nhưng không đủ mạnh mẽ để gây ấn tượng."
N,X,X,N,"Phim siêu dở nha, nữ chính không toát pên một chút gì công chúa cả, nhìn thô mà dơ dơ sao á, hát bình thường chứ chả hay, còn thua bản hoạt hình mấy chục năm trước, nhìn cũ cũ tối tối Khuyên mn đừng nên coi phí tiền phú thời gian"
X,X,X,X,chưa hỉu lắm
X,X,X,X,"Minh là người dễ khóc với yêu gd cực kì nên ngay từ giây phút bắt đầu phim là kiểu đã rơm rớm rồi ấy 😭 thật sự từ sau đoạn opening là nước mắt mình luôn sẵn sàng để rơi luôn á, cả rạp sụt sùi mà nghe được luôn ấy im phăng phắc. Phim đều đều, không có drama"
X,X,O,X,"Chời ơi phim rất là dễ thương luôn, coi mà quắn quéo với mấy cảnh hôn luôn ấy 😋. Mặc dù hơi dài xíu nhưng mà tổng thể cho 9/10 nhee"
X,X,X,X,2ngày cuối tuần ko có 1 xuất chiếu rạp qngai ?????
P,X,X,X,Các dì hãy đi xem thật nhiều để ủng hộ em bé nha
O,X,X,X,"Dàn diễn viên phù hợp với bối cảnh phim, nhưng không ai thực sự tỏa sáng."
P,X,P,P,"qá xịn, qá tuyệt. kỹ xảo hình ảnh, âm nhạc, nhân vật, diễn xuất, đỉnhh!"
X,P,O,P,Mình thấy phim rất hay âm thanh đồ hoạ cũng đỉnh Ai có bé đi theo xem cũng rất ok mình với bạn mình đi ngồi giữa quá tr con nít lun😄
X,O,X,X,Một bộ phim khá hay và hài hước khiến cho người xem không đoán được diễn biến tiếp theo của bộ phim.
X,O,X,X,"Từ đầu đến cuối phim là nhịp phim chậm, ko quá bi luỵ mà vẫn lột tả được tâm lý nhân vật."
X,P,X,O,"Phim có cài cắm nhiều yếu tố kịch tính, khiến người xem luôn tò mò và mong đợi phần tiếp theo. Tác phẩm giữ vững phong độ của các phần trước, đồng thời có những nét đặc sắc riêng, thể hiện sự nghiêm túc của đội ngũ biên kịch và nhà sản xuất Disney. Các nhận xét quốc tế cũng rất tích cực, chứng tỏ tiềm năng lớn của thương hiệu. Tuy nhiên, phần âm thanh có sự kết hợp hợp lý, nhưng đôi lúc không quá nổi bật."
X,X,X,X,hay nhoa xem từ dâud đến cuối kh chán khúc nào cảnh nào cũng hay
X,N,X,X,"phim nội dung nhạt 🥲 xem tệ nhất trong mấy bộ từ trs đến h. xem trailer ngắn quá cứ ngỡ là ok lắm. kiểu kỳ vọng nhiều nên thất vọng lớn ý. thật sự nội dung quá xàm, ngoài đôi chỗ funny nhẹ thì k còn gì mong đợi. với 1 ng xem phim dễ như mình thì phim 4/10 là"
X,X,X,X,"Huhu mong chờ phim này lắm, coi 1 lần hỏng dám coi lại lần 2 😭"
X,X,N,X,"Cảnh cao trào của phim lại được quay rất hời hợt, không đọng lại cảm xúc."
P,P,P,P,"Kungfu Panda phần 4 kỹ xảo siêu hay, nội dung ý nghĩa, nhiều bài học sâu xa. Phần 4 hay hơn 3 phần trước luôn ấy. Mọi người nên đi coi nha!!! âm thanh sống động"
P,X,X,X,anh Tú quá đẹp trai
